nome,ano,fase,pedra,inde,iaa,ieg,ips,ida,ipp,ipv,ian,ponto_virada,idade_aluno,turma
ALUNO-82,2020,0,Ametista,7.954169,8.500020000000001,10.0,7.5,8.5,6.875,7.333335,5,Não,17.0,D
ALUNO-83,2020,4,Ametista,8.155003333333333,9.16668,9.4,5.625,5.333333333333333,8.958333333333332,9.166676666666666,10,Sim,17.0,B
ALUNO-84,2020,0,Topázio,8.750001000000001,9.000020000000001,10.0,10.0,8.5,7.5,6.999995,10,Não,19.0,B
ALUNO-85,2020,0,Ágata,7.263334,9.50002,9.9,2.5,10.0,2.5,6.66666,5,Não,16.0,D
ALUNO-86,2020,6,Quartzo,5.688333833333334,8.33334,4.9,7.5,3.6666666666666665,7.5,5.7083325,5,Não,16.0,A
ALUNO-87,2020,4,Ametista,8.188612666666666,8.33334,9.2,5.625,6.666666666666667,8.749999999999998,8.722226666666666,10,Sim,16.0,L
ALUNO-88,2020,2,Topázio,9.04042,10.00002,9.4,7.5,9.5,5.9375,9.58334,10,Sim,15.0,D
ALUNO-89,2020,0,Ametista,7.937502,10.00002,10.0,7.5,7.5,6.875,7.5,5,Não,15.0,G
ALUNO-90,2020,3,Ágata,7.073542833333333,8.33334,5.8,7.5,7.666666666666667,7.96875,7.5000025,5,Não,16.0,M
ALUNO-91,2020,2,Ágata,6.846668,9.000020000000001,6.4,6.875,4.5,5.625,7.58333,10,Não,13.0,H
ALUNO-94,2020,3,Ágata,6.7552085,7.08333,6.0,7.5,4.0,7.96875,7.5000025,10,Não,15.0,B
ALUNO-95,2020,3,Ametista,7.336876333333333,9.58335,8.2,7.5,6.666666666666667,7.96875,6.791665,5,Não,14.0,A
ALUNO-96,2020,7,Ágata,6.432500999999999,9.16668,6.1,6.875,3.0,7.5,8.791664999999998,5,Sim,15.0,A
ALUNO-97,2020,2,Ametista,7.393752,9.50002,8.0,7.5,6.0,8.4375,7.75,5,Não,15.0,D
ALUNO-100,2020,1,Ágata,6.908335000000001,9.000020000000001,6.5,4.375,7.5,6.875,7.916665,5,Não,15.0,M
ALUNO-102,2020,1,Ametista,7.966668666666667,8.000020000000001,8.5,7.5,7.0,7.5,7.833333333333333,10,Não,13.0,J
ALUNO-103,2020,0,Topázio,8.597919000000001,9.000020000000001,10.0,7.5,8.5,7.8125,7.333335,10,Não,13.0,F
ALUNO-105,2020,3,Topázio,8.516877,9.16668,9.6,7.5,8.0,7.96875,7.66667,10,Não,15.0,B
ALUNO-106,2020,0,Ametista,8.450002,9.50002,10.0,7.5,10.0,7.5,7.5,5,Não,15.0,H
ALUNO-111,2020,3,Ágata,6.8535425,7.91667,7.7,7.5,4.5,7.96875,7.8750025,5,Não,15.0,L
ALUNO-112,2020,3,Ágata,6.448887666666667,7.91667,6.8,4.375,5.333333333333333,7.708333333333334,7.611103333333333,5,Não,16.0,H
ALUNO-113,2020,1,Ametista,7.693335000000001,8.500020000000001,8.8,7.5,7.5,7.5,7.916665,5,Não,15.0,M
ALUNO-115,2020,4,Quartzo,5.331389333333334,9.16668,1.9,6.875,5.166666666666667,7.916666666666667,5.111106666666666,5,Não,15.0,A
ALUNO-117,2020,1,Ametista,8.032085,8.000020000000001,8.9,7.5,9.5,7.1875,7.916665,5,Não,16.0,M
ALUNO-118,2020,1,Ametista,8.342085,8.500020000000001,7.7,7.5,10.0,7.1875,7.416665,10,Não,14.0,D
ALUNO-120,2020,0,Ametista,7.895835000000001,9.000020000000001,10.0,8.125,9.5,2.5,7.666665,5,Não,15.0,A
ALUNO-125,2020,1,Ágata,7.187502,9.000020000000001,9.0,7.5,5.0,7.708333333333334,7.333333333333333,5,Não,14.0,C
ALUNO-128,2020,0,Quartzo,5.854169000000001,7.416679999999999,10.0,5.625,5.5,2.5,3.500005,5,Não,16.0,G
ALUNO-132,2020,4,Ametista,7.344792,8.75001,6.5,7.5,6.0,8.28125,6.95833,10,Não,13.0,F
ALUNO-133,2020,0,Ametista,8.428752,10.00002,9.8,7.5,10.0,7.1875,7.5,5,Não,16.0,D
ALUNO-135,2020,1,Ametista,7.798752,9.000020000000001,8.4,7.5,6.5,7.1875,7.25,10,Não,14.0,A
ALUNO-136,2020,5,Quartzo,4.643056,7.5,4.0,4.375,2.0,6.666666666666667,5.444446666666667,5,Não,14.0,A
ALUNO-139,2020,5,Ágata,6.105834000000001,9.16668,5.8,7.5,4.333333333333333,8.125,5.499996666666667,5,Não,13.0,L
ALUNO-145,2020,7,Ametista,8.345001166666666,7.91667,9.1,7.5,7.333333333333333,7.5,8.8333375,10,Sim,15.0,B
ALUNO-146,2020,1,Ágata,6.385835333333334,10.00002,7.2,7.5,0.0,7.291666666666667,7.333333333333333,10,Não,13.0,C
ALUNO-147,2020,2,Quartzo,5.934724000000001,9.000020000000001,8.0,7.5,0.0,7.291666666666667,7.277776666666666,5,Não,14.0,C
ALUNO-149,2020,6,Ágata,7.131667,7.5,8.7,5.625,3.0,8.125,8.333335,10,Não,11.0,B
ALUNO-151,2020,1,Ametista,8.238891333333333,9.50002,9.5,7.5,7.5,9.166666666666666,8.611113333333334,5,Não,14.0,R
ALUNO-152,2020,3,Ametista,7.963542166666667,6.24999,9.0,7.5,6.333333333333333,7.96875,8.6250075,10,Não,14.0,B
ALUNO-153,2020,4,Ametista,8.167711833333334,10.00002,9.0,7.5,4.666666666666667,8.59375,9.1250075,10,Sim,13.0,F
ALUNO-154,2020,1,Quartzo,5.884585,8.500020000000001,7.1,7.5,0.0,7.8125,7.916665,5,Não,13.0,M
ALUNO-156,2020,2,Ágata,7.110556666666668,7.916679999999999,8.9,7.5,5.0,6.666666666666667,8.11111,5,Não,14.0,J
ALUNO-157,2020,1,Ágata,7.177224000000001,9.50002,6.4,7.5,6.75,7.916666666666668,7.777776666666667,5,Não,14.0,H
ALUNO-158,2020,3,Quartzo,6.064722,9.16668,5.9,3.75,5.0,7.708333333333334,6.611103333333333,5,Não,12.0,E
ALUNO-160,2020,1,Quartzo,4.478057333333334,8.000020000000001,2.3,5.0,0.0,7.291666666666667,7.444443333333333,5,Não,14.0,H
ALUNO-161,2020,8,Ametista,8.891667,7.91667,10.0,7.5,9.0,0.0,0.0,10,,15.0,A
ALUNO-162,2020,1,Ametista,7.953752000000001,8.500020000000001,8.8,7.5,8.5,8.4375,7.75,5,Não,14.0,B
ALUNO-163,2020,1,Ágata,6.440002,7.50002,8.2,5.0,6.25,2.5,7.75,5,Não,11.0,G
ALUNO-164,2020,1,Ametista,7.708752,9.50002,8.7,7.5,7.5,7.1875,7.75,5,Não,14.0,D
ALUNO-165,2020,0,Ametista,8.431252,9.000020000000001,10.0,7.5,10.0,7.8125,7.5,5,Não,14.0,G
ALUNO-168,2020,1,Ametista,8.082224,10.00002,8.8,7.5,8.5,7.5,8.11111,5,Não,13.0,J
ALUNO-169,2020,0,Ametista,7.800001000000001,9.000020000000001,10.0,5.0,10.0,2.5,5.749995,10,Não,15.0,E
ALUNO-173,2020,5,Quartzo,3.7383341666666654,7.91667,0.9,3.125,2.833333333333333,5.625,4.1250025,5,Não,13.0,G
ALUNO-174,2020,5,Ametista,7.921668,9.16668,10.0,5.625,7.2,0.0,0.0,10,,13.0,X
ALUNO-183,2020,0,Ametista,7.862503,9.000020000000001,10.0,8.125,10.0,2.5,7.000005,5,Não,11.0,E
ALUNO-184,2020,1,Ametista,8.257224,10.00002,8.3,7.5,7.5,7.916666666666668,7.777776666666667,10,Não,10.0,H
ALUNO-186,2020,3,Ágata,6.314166333333334,8.75001,5.8,7.5,5.666666666666667,8.125,6.66666,2.5,Não,9.0,J
ALUNO-187,2020,2,Ágata,6.41389,8.500020000000001,8.0,7.5,0.0,7.916666666666667,7.111106666666665,10,Não,8.0,G
ALUNO-188,2020,3,Ametista,7.744167,7.08333,4.7,7.5,9.0,8.125,8.66667,10,Sim,9.0,C
ALUNO-189,2020,1,Ágata,7.2558353333333345,8.000020000000001,8.3,5.0,8.0,7.291666666666667,7.333333333333333,5,Não,11.0,C
ALUNO-190,2020,7,Topázio,8.733751333333334,8.33334,9.2,6.875,7.666666666666667,9.0625,9.666670000000002,10,Sim,11.0,B
ALUNO-192,2020,1,Quartzo,4.854723333333333,7.416679999999999,5.1,5.0,0.0,6.041666666666666,7.444443333333333,5,Não,11.0,H
ALUNO-193,2020,3,Topázio,8.539168666666667,10.00002,9.8,5.0,7.0,8.125,9.333333333333332,10,Sim,11.0,F
ALUNO-194,2020,6,Ágata,7.1214596666666665,8.33334,8.3,6.875,6.333333333333333,7.65625,7.04167,5,Não,10.0,A
ALUNO-197,2020,3,Topázio,8.832500666666666,8.33334,9.6,7.5,8.666666666666666,8.958333333333332,8.5,10,Não,10.0,F
ALUNO-198,2020,6,Quartzo,5.518958,0.0,6.1,5.625,4.5,5.78125,6.291665,10,Não,10.0,A
ALUNO-199,2020,3,Ágata,6.658610666666666,6.25,4.8,7.5,7.666666666666667,8.125,7.388886666666666,5,Não,11.0,C
ALUNO-200,2020,4,Ametista,7.355834833333334,7.91667,5.8,7.5,5.666666666666667,8.125,8.5416725,10,Não,10.0,F
ALUNO-201,2020,3,Ametista,7.718541500000001,7.08333,9.4,7.5,8.0,7.96875,7.4166675,5,Não,12.0,L
ALUNO-202,2020,2,Quartzo,3.7799986666666663,0.0,2.9,6.875,0.0,6.458333333333334,6.833326666666666,5,Não,12.0,R
ALUNO-206,2020,6,Quartzo,5.2162495,0.0,4.3,7.5,2.0,7.8125,7.1249975,10,Não,12.0,B
ALUNO-208,2020,2,Ametista,7.842502,9.000020000000001,9.4,7.5,5.0,8.125,7.5,10,Não,11.0,D
ALUNO-209,2020,0,Topázio,9.075004,9.50002,10.0,6.25,10.0,10.0,10.00001,5,Sim,10.0,H
ALUNO-210,2020,5,Ametista,8.213058666666669,10.00002,9.1,7.5,5.666666666666667,8.541666666666666,8.277783333333332,10,Não,14.0,B
ALUNO-212,2020,0,Ágata,6.345836,7.416679999999999,10.0,4.375,7.0,2.5,2.58334,10,Não,10.0,H
ALUNO-213,2020,2,Ametista,8.081669333333334,9.000020000000001,9.7,5.0,9.0,8.749999999999998,7.833336666666668,5,Não,9.0,P
ALUNO-215,2020,1,Topázio,8.874585000000002,9.50002,9.3,7.5,10.0,7.8125,7.666665,10,Não,11.0,A
ALUNO-216,2020,8,Quartzo,5.960001,8.75001,0.0,5.625,7.4,0.0,0.0,10,,13.0,A
ALUNO-217,2020,1,Topázio,8.942503,8.000020000000001,9.4,7.5,9.5,8.125,9.000005,10,Sim,11.0,B
ALUNO-219,2020,2,Ametista,7.832084999999999,9.50002,7.9,8.75,5.0,8.4375,7.916665,10,Não,13.0,M
ALUNO-222,2020,1,Topázio,8.478752,9.000020000000001,7.8,7.5,9.5,7.1875,8.25,10,Não,10.0,F
ALUNO-223,2020,1,Ágata,6.59278,9.000020000000001,5.2,6.875,5.0,8.541666666666668,8.055556666666668,5,Não,9.0,E
ALUNO-225,2020,4,Topázio,8.845558333333333,9.58335,9.7,7.5,8.333333333333334,8.749999999999998,8.277783333333334,10,Não,11.0,B
ALUNO-226,2020,2,Ametista,7.849446666666667,8.500020000000001,7.4,5.625,7.5,8.125,8.222223333333332,10,Não,10.0,G
ALUNO-227,2020,3,Quartzo,5.981250166666666,8.75001,3.0,7.5,6.333333333333333,7.8125,6.0416625,5,Não,10.0,L
ALUNO-229,2020,1,Quartzo,5.890556,7.33334,7.8,7.5,0.0,7.916666666666668,7.777776666666667,5,Não,10.0,H
ALUNO-230,2020,3,Quartzo,5.0047223333333335,8.75001,6.1,4.375,2.333333333333333,5.833333333333333,4.611106666666667,5,Não,11.0,G
ALUNO-231,2020,6,Quartzo,5.959792166666666,8.33334,3.7,5.0,4.333333333333333,7.03125,6.5833325,10,Não,11.0,C
ALUNO-235,2020,3,Ametista,8.125001833333334,8.333350000000001,9.0,7.5,7.666666666666667,7.5,7.2916675,10,Não,11.0,B
ALUNO-238,2020,2,Ágata,6.492502,9.000020000000001,8.4,5.0,4.0,5.625,7.75,5,Não,12.0,H
ALUNO-241,2020,1,Ametista,7.285002,9.000020000000001,8.8,6.25,9.5,2.5,6.75,5,Não,14.0,G
ALUNO-242,2020,1,Ágata,6.707085000000001,9.000020000000001,7.4,6.25,5.5,7.1875,6.916665,5,Não,14.0,G
ALUNO-246,2020,1,Ametista,7.639168666666666,9.50002,8.3,6.875,8.0,7.083333333333333,7.666666666666666,5,Não,10.0,J
ALUNO-251,2020,1,Topázio,8.575835333333334,8.500020000000001,8.9,7.5,10.0,7.291666666666667,7.333333333333333,10,Não,11.0,N
ALUNO-259,2020,7,Topázio,8.753335833333333,9.16668,9.1,7.5,7.666666666666667,8.75,9.2916725,10,Sim,11.0,B
ALUNO-261,2020,3,Ágata,7.251668666666667,9.16668,8.8,7.5,6.333333333333333,7.5,7.79167,2.5,Não,11.0,A
ALUNO-262,2020,5,Ametista,8.221251333333335,7.91667,9.2,5.0,6.666666666666667,9.0625,9.250005,10,Sim,11.0,F
ALUNO-263,2020,5,Ametista,8.386113666666667,9.58335,9.5,6.875,6.333333333333333,8.958333333333332,8.388893333333336,10,Não,12.0,B
ALUNO-265,2020,4,Ametista,7.630557666666667,8.75001,10.0,6.875,6.0,8.125,7.777783333333335,5,Não,9.0,A
ALUNO-266,2020,1,Ametista,8.336252,8.500020000000001,8.9,5.625,8.5,8.4375,8.0,10,Não,11.0,B
ALUNO-267,2020,3,Ametista,8.370558666666668,9.16668,9.7,5.625,8.0,8.958333333333334,9.777786666666666,5,Sim,13.0,J
ALUNO-269,2020,1,Ágata,7.099168666666667,7.50002,8.6,7.5,5.75,7.291666666666667,7.5,5,Não,13.0,J
ALUNO-270,2020,3,Ágata,7.1900010000000005,6.66667,4.2,4.375,8.666666666666666,8.125,8.500003333333334,10,Não,11.0,C
ALUNO-273,2020,1,Quartzo,4.386945333333334,9.000020000000001,4.4,7.5,0.0,7.291666666666667,4.388883333333333,2.5,Não,11.0,R
ALUNO-274,2020,5,Ágata,6.113055666666667,7.91667,5.6,7.5,3.6666666666666665,7.291666666666667,7.444443333333334,5,Não,11.0,A
ALUNO-275,2020,3,Ágata,6.399376666666667,10.00002,5.2,7.5,4.333333333333333,6.09375,5.666665,10,Não,11.0,M
ALUNO-277,2020,1,Ametista,8.018889999999999,9.50002,8.4,5.625,10.0,7.708333333333334,7.777773333333332,5,Não,14.0,E
ALUNO-278,2020,5,Ametista,8.240834333333334,8.75001,9.6,9.375,7.333333333333333,8.749999999999998,8.333333333333334,5,Não,11.0,L
ALUNO-280,2020,1,Ágata,6.6462520000000005,8.500020000000001,6.2,5.0,6.5,6.5625,8.0,5,Não,11.0,F
ALUNO-284,2020,3,Ametista,7.901875833333333,7.91667,9.9,7.5,7.666666666666667,7.96875,7.7500025,5,Não,13.0,A
ALUNO-285,2020,2,Quartzo,5.112502,9.50002,0.0,7.5,1.0,8.125,7.0,10,Não,12.0,D
ALUNO-286,2020,1,Ágata,6.956252,8.000020000000001,6.0,6.875,7.5,7.1875,7.75,5,Não,10.0,G
ALUNO-287,2020,2,Ametista,8.302085,7.416679999999999,8.5,7.5,7.5,8.4375,8.833335,10,Sim,11.0,H
ALUNO-288,2020,2,Ágata,6.840002,9.000020000000001,7.7,7.5,3.75,8.333333333333334,7.833333333333334,5,Não,13.0,C
ALUNO-292,2020,4,Topázio,8.485558666666666,10.00002,9.9,6.875,7.666666666666667,8.958333333333332,9.44445,5,Sim,12.0,B
ALUNO-293,2020,5,Quartzo,4.4162505,6.66667,1.3,4.375,0.0,7.1875,6.6666675,10,Não,14.0,F
ALUNO-295,2020,1,Ametista,7.586252,9.000020000000001,8.9,4.375,7.25,4.6875,7.75,10,Não,12.0,D
ALUNO-296,2020,2,Ametista,7.713335,9.000020000000001,8.9,7.5,5.0,7.5,7.666665,10,Não,13.0,B
ALUNO-297,2020,3,Ágata,7.201112,8.33334,8.7,4.375,6.0,8.125,8.38889,5,Não,9.0,J
ALUNO-298,2020,1,Ágata,6.3366690000000006,8.500020000000001,6.6,5.0,6.5,5.0,6.833335,5,Não,12.0,G
ALUNO-299,2020,8,Ametista,8.388334,5.83334,10.0,5.625,9.2,0.0,0.0,10,,11.0,A
ALUNO-300,2020,8,Ágata,6.776668000000001,9.16668,0.0,7.5,8.4,0.0,0.0,10,,12.0,A
ALUNO-301,2020,1,Topázio,8.848335333333335,10.00002,9.2,7.5,9.5,7.916666666666668,7.833333333333333,10,Não,11.0,J
ALUNO-305,2020,2,Ametista,7.361390666666666,8.500020000000001,8.3,7.5,6.5,6.458333333333334,8.277776666666666,5,Não,13.0,J
ALUNO-306,2020,7,Quartzo,3.89146,6.66667,1.4,4.375,0.0,5.15625,4.95834,10,Não,9.0,B
ALUNO-309,2020,1,Ametista,8.200002000000001,8.500020000000001,6.5,7.5,10.0,7.5,7.75,10,Não,13.0,G
ALUNO-312,2020,2,Topázio,8.508890666666668,10.00002,9.1,7.5,8.5,5.833333333333333,8.277776666666666,10,Não,11.0,J
ALUNO-313,2020,0,Ametista,7.900001,7.50002,10.0,7.5,6.5,7.5,6.749995,10,Não,11.0,F
ALUNO-315,2020,4,Topázio,9.461114666666669,9.16668,10.0,9.375,8.666666666666666,8.958333333333332,9.8889,10,Sim,11.0,A
ALUNO-316,2020,2,Ágata,6.427501,7.41668,7.7,7.5,0.0,8.125,7.916665,10,Não,12.0,M
ALUNO-318,2020,0,Ametista,8.300001000000002,9.000020000000001,10.0,7.5,10.0,7.5,6.999995,5,Não,10.0,B
ALUNO-319,2020,2,Ágata,7.1833350000000005,9.000020000000001,9.5,7.5,2.0,7.5,7.416665,10,Não,13.0,B
ALUNO-321,2020,6,Quartzo,4.9156245,4.58334,2.0,7.5,2.0,6.40625,6.3333275,10,Não,9.0,A
ALUNO-323,2020,1,Quartzo,6.053335000000001,8.000020000000001,9.1,5.0,4.5,2.5,6.416665,5,Não,11.0,B
ALUNO-324,2020,6,Ametista,8.064375833333333,8.75001,7.9,7.5,6.666666666666667,8.59375,8.333332500000001,10,Não,11.0,A
ALUNO-328,2020,3,Ágata,6.858541000000001,7.5,4.1,7.5,9.0,7.96875,7.20833,5,Não,12.0,M
ALUNO-329,2020,7,Ametista,7.9835415,7.91667,8.6,7.5,7.0,7.96875,7.6249975,10,Não,11.0,B
ALUNO-330,2020,1,Ametista,7.680002,8.000020000000001,7.9,7.5,8.5,7.5,8.0,5,Não,12.0,F
ALUNO-332,2020,1,Ametista,8.258057333333333,9.50002,9.2,7.5,10.0,7.291666666666667,7.444443333333333,5,Não,12.0,H
ALUNO-335,2020,0,Ametista,7.470837,8.500020000000001,10.0,4.375,9.5,2.5,5.166675,10,Não,13.0,B
ALUNO-337,2020,5,Topázio,8.952223333333334,8.33334,9.9,10.0,7.0,9.166666666666666,9.111113333333332,10,Sim,10.0,B
ALUNO-338,2020,7,Quartzo,5.9127081666666665,8.33334,2.1,7.5,4.333333333333333,7.34375,6.5416625,10,Não,12.0,A
ALUNO-339,2020,3,Ametista,8.137224,9.16668,9.7,7.5,7.333333333333333,8.749999999999998,8.444446666666668,5,Não,11.0,C
ALUNO-340,2020,3,Ametista,7.595277333333334,8.33334,9.4,7.5,7.0,8.541666666666666,6.888883333333333,5,Não,10.0,C
ALUNO-341,2020,8,Topázio,9.096668,9.16668,10.0,7.5,9.2,0.0,0.0,10,,9.0,A
ALUNO-342,2020,2,Ametista,8.133752000000001,9.000020000000001,9.2,5.625,8.0,5.3125,8.5,10,Não,10.0,B
ALUNO-343,2020,3,Ametista,7.582500666666667,7.5,8.1,7.5,8.0,8.125,9.000003333333334,2.5,Sim,11.0,J
ALUNO-344,2020,6,Quartzo,4.348541,0.0,3.8,5.0,0.0,6.71875,7.08333,10,Não,11.0,A
ALUNO-345,2020,0,Topázio,8.5,8.500020000000001,10.0,7.5,10.0,7.5,5.74999,10,Não,13.0,F
ALUNO-346,2020,1,Ametista,8.418752000000001,9.000020000000001,8.0,7.5,9.5,7.1875,7.75,10,Não,11.0,A
ALUNO-348,2020,0,Ametista,7.79167,9.50002,10.0,6.25,9.5,2.5,7.83334,5,Não,14.0,D
ALUNO-349,2020,0,Topázio,9.200004,9.50002,10.0,7.5,10.0,10.0,10.00001,5,Sim,12.0,C
ALUNO-353,2020,2,Ágata,7.165556666666667,10.00002,8.3,6.25,6.0,7.916666666666668,6.944439999999998,5,Não,13.0,G
ALUNO-354,2020,4,Quartzo,4.656042,9.16668,3.4,4.375,0.0,7.96875,6.624995,5,Não,12.0,F
ALUNO-355,2020,1,Ágata,6.407502000000001,7.50002,8.1,5.0,4.0,7.708333333333334,7.333333333333333,5,Não,12.0,N
ALUNO-359,2020,2,Ametista,8.175279333333334,8.500020000000001,9.3,7.5,7.0,7.708333333333334,7.722219999999999,10,Não,9.0,F
ALUNO-361,2020,1,Quartzo,5.668335,9.000020000000001,4.3,5.625,0.0,8.125,7.666665,10,Não,9.0,F
ALUNO-364,2020,1,Ametista,7.813335,9.000020000000001,9.9,4.375,7.5,5.625,7.166665,10,Não,12.0,B
ALUNO-365,2020,5,Ametista,8.396044333333334,9.58335,9.6,5.0,6.666666666666667,8.59375,9.125005000000002,10,Sim,8.0,G
ALUNO-367,2020,3,Ametista,8.325834666666669,9.16668,9.4,7.5,6.666666666666667,8.125,8.166666666666668,10,Não,10.0,F
ALUNO-368,2020,8,Ametista,8.695001000000001,8.75001,10.0,7.5,8.3,0.0,0.0,10,,10.0,A
ALUNO-370,2020,3,Topázio,8.613335,8.75001,9.9,7.5,6.5,8.75,9.166669999999998,10,Sim,10.0,G
ALUNO-371,2020,7,Ametista,7.379792666666667,7.91667,7.8,5.0,7.333333333333333,5.78125,7.41667,10,Não,8.0,B
ALUNO-372,2020,2,Ágata,6.816668000000001,9.000020000000001,8.0,5.0,6.0,7.5,6.83333,5,Não,10.0,E
ALUNO-373,2020,3,Ágata,6.216666833333334,8.75001,5.0,5.625,5.666666666666667,8.125,6.6666625,5,Não,9.0,M
ALUNO-375,2020,2,Topázio,9.33542,9.000020000000001,9.5,7.5,9.5,9.6875,9.58334,10,Sim,9.0,B
ALUNO-377,2020,3,Ametista,7.412223000000001,9.58335,6.7,4.375,6.0,8.541666666666666,8.111106666666666,10,Não,8.0,G
ALUNO-378,2020,5,Ametista,7.969167,7.91667,9.7,3.75,7.0,8.125,8.25,10,Não,9.0,G
ALUNO-379,2020,3,Quartzo,5.6825,10.00002,6.6,5.0,4.166666666666667,5.625,4.833323333333333,5,Não,8.0,H
